Category,Value
Type,Distribution
Daily Driving Distance,52.38808365201385
Annual Kilometers Driven,11525.378403443046
Public Fast Charging Ratio,0.0
Daily Range,169.2515687944683
Daily Battery Capacity,144.0
Daily Time,7.5227272727272725
Charger Cost per km,2.6376628270470843
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.80833238689592
Road Tax per km,0.187499266779339
Truck Financing Cost per km,9.675498934747722
Battery Financing Cost per km,3.9733068876331696
Total Cost per km,66.9256055578162
Total Cost per month,64278.577411116894
Total Cost per year,771342.9289334028
TCO,3660374.2984786564
TCO per km,45.3703640578228
Battery Replacements,0.0
Battery Replacement Cost,360000.0
TCO_financing_frac,0.23160922676930182
TCO_maintenance_frac,0.01662980961028296
TCO_driver_frac,0.828238035703558
TCO_battery_frac,0.0
TCO_Charging_frac,0.044759010846850744
TCO_diesel_frac,0.0
TCO_electricity_frac,0.014437466538760178
TCO_residual_frac,-0.1356735494687537
