Category,Value
Type,Distribution
Daily Driving Distance,51.84700111669256
Annual Kilometers Driven,11406.340245672363
Public Fast Charging Ratio,0.0
Daily Range,169.2515687944683
Daily Battery Capacity,144.0
Daily Time,7.468181818181818
Charger Cost per km,2.6376628270470843
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.96011235609787
Road Tax per km,0.18945603528001867
Truck Financing Cost per km,9.776473791178255
Battery Financing Cost per km,4.0147728725130145
Total Cost per km,67.21982636832854
Total Cost per month,63894.35090101451
Total Cost per year,766732.2108121741
TCO,3635164.6690057316
TCO per km,45.52812096118379
Battery Replacements,0.0
Battery Replacement Cost,360000.0
TCO_financing_frac,0.23321542162455763
TCO_maintenance_frac,0.01657218660251952
TCO_driver_frac,0.82793481433222
TCO_battery_frac,0.0
TCO_Charging_frac,0.04460391894321781
TCO_diesel_frac,0.0
TCO_electricity_frac,0.01438744009432434
TCO_residual_frac,-0.13671378159683936
