Category,Value
Type,Distribution
Daily Driving Distance,52.35844456510771
Annual Kilometers Driven,11518.857804323696
Public Fast Charging Ratio,0.0
Daily Range,169.2515687944683
Daily Battery Capacity,144.0
Daily Time,7.527272727272727
Charger Cost per km,2.6376628270470843
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.86546995907185
Road Tax per km,0.18760540643090942
Truck Financing Cost per km,9.680976044623105
Battery Financing Cost per km,3.975556098608123
Total Cost per km,66.99046945084247
Total Cost per month,64304.47432076207
Total Cost per year,771653.6918491449
TCO,3662029.3083544686
TCO per km,45.41657280067047
Battery Replacements,0.0
Battery Replacement Cost,360000.0
TCO_financing_frac,0.2315045537791764
TCO_maintenance_frac,0.016612889738339735
TCO_driver_frac,0.8283639433083813
TCO_battery_frac,0.0
TCO_Charging_frac,0.044713471135357855
TCO_diesel_frac,0.0
TCO_electricity_frac,0.014422777249421032
TCO_residual_frac,-0.13561763521067613
