Category,Value
Type,Distribution
Daily Driving Distance,52.16322207555042
Annual Kilometers Driven,11475.908856621092
Public Fast Charging Ratio,0.0
Daily Range,169.2515687944683
Daily Battery Capacity,144.0
Daily Time,7.545454545454546
Charger Cost per km,2.6376628270470843
Maintenance Cost per km,0.98
Driver Cost per km,49.16682478481536
Road Tax per km,0.188307525530163
Truck Financing Cost per km,9.71720740015629
Battery Financing Cost per km,3.990434741607224
Total Cost per km,67.34293427511827
Total Cost per month,64401.781323223484
Total Cost per year,772821.3758786818
TCO,3668192.000328404
TCO per km,45.66326163491642
Battery Replacements,0.0
Battery Replacement Cost,360000.0
TCO_financing_frac,0.23111561796137386
TCO_maintenance_frac,0.01652314112520358
TCO_driver_frac,0.8289697802016952
TCO_battery_frac,0.0
TCO_Charging_frac,0.044471913400002464
TCO_diesel_frac,0.0
TCO_electricity_frac,0.014344860386304798
TCO_residual_frac,-0.1354253130745798
