Category,Value
Type,Distribution
Daily Driving Distance,51.266034704498715
Annual Kilometers Driven,11278.527634989718
Public Fast Charging Ratio,0.0
Daily Range,169.2515687944683
Daily Battery Capacity,144.0
Daily Time,7.345454545454546
Charger Cost per km,2.6376628270470843
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.70125053344347
Road Tax per km,0.19160302389966793
Truck Financing Cost per km,9.88726455030575
Battery Financing Cost per km,4.060269822003286
Total Cost per km,67.1172522542919
Total Cost per month,63081.982027883925
Total Cost per year,756983.7843346071
TCO,3582239.7955948994
TCO per km,45.37370114164812
Battery Replacements,0.0
Battery Replacement Cost,360000.0
TCO_financing_frac,0.2366610024262984
TCO_maintenance_frac,0.016628586543456312
TCO_driver_frac,0.8263601625203191
TCO_battery_frac,0.0
TCO_Charging_frac,0.04475571897143886
TCO_diesel_frac,0.0
TCO_electricity_frac,0.014436404711427323
TCO_residual_frac,-0.13884187517293997
