Category,Value
Type,Long Range Traffic
Daily Driving Distance,238.13496790286962
Annual Kilometers Driven,52389.69293863131
Public Fast Charging Ratio,0.0
Daily Range,396.6350761438378
Daily Battery Capacity,440.0
Daily Time,7.427272727272728
Charger Cost per km,1.1255398180333303
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.601257019211493
Road Tax per km,0.04124857159463352
Truck Financing Cost per km,0.42316387724921933
Battery Financing Cost per km,2.6708631404995478
Total Cost per km,16.91015589964724
Total Cost per month,73826.48959390864
Total Cost per year,885917.8751269036
TCO,4193854.0099973273
TCO per km,11.435875414081817
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.20829946376639957
TCO_maintenance_frac,0.06597662958987358
TCO_driver_frac,0.7137093954526162
TCO_battery_frac,0.0
TCO_Charging_frac,0.07577482006432525
TCO_diesel_frac,0.0
TCO_electricity_frac,0.07468366265539897
TCO_residual_frac,-0.13844397152861365
