Category,Value
Type,Long Range Traffic
Daily Driving Distance,236.78338938642085
Annual Kilometers Driven,52092.34566501259
Public Fast Charging Ratio,0.0
Daily Range,396.6350761438378
Daily Battery Capacity,440.0
Daily Time,7.372727272727273
Charger Cost per km,1.1255398180333303
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.583470430479927
Road Tax per km,0.041484021738944624
Truck Financing Cost per km,0.4255793304907211
Battery Financing Cost per km,2.686108640829737
Total Cost per km,16.910030264487364
Total Cost per month,73406.928478625
Total Cost per year,880883.1417435
TCO,4165783.2921712
TCO per km,11.424171656783392
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.20970306905756028
TCO_maintenance_frac,0.0660442208764269
TCO_driver_frac,0.7132418966834176
TCO_battery_frac,0.0
TCO_Charging_frac,0.07585244933408838
TCO_diesel_frac,0.0
TCO_electricity_frac,0.07476017406367752
TCO_residual_frac,-0.13960181001517052
