Category,Value
Type,Long Range Traffic
Daily Driving Distance,237.92424098017767
Annual Kilometers Driven,52343.33301563909
Public Fast Charging Ratio,0.0
Daily Range,396.6350761438378
Daily Battery Capacity,440.0
Daily Time,7.4409090909090905
Charger Cost per km,1.1255398180333303
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.630127428716747
Road Tax per km,0.041285105007629885
Truck Financing Cost per km,0.4235386689109674
Battery Financing Cost per km,2.673228695048383
Total Cost per km,16.94176665536308
Total Cost per month,73899.04449290996
Total Cost per year,886788.5339149196
TCO,4198400.141823992
TCO per km,11.458411497273202
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.20807391193958055
TCO_maintenance_frac,0.06584686860044861
TCO_driver_frac,0.7142455142905473
TCO_battery_frac,0.0
TCO_Charging_frac,0.075625788267973
TCO_diesel_frac,0.0
TCO_electricity_frac,0.07453677691691421
TCO_residual_frac,-0.13832886001546368
