Category,Value
Type,Long Range Traffic
Daily Driving Distance,237.77439535080217
Annual Kilometers Driven,52310.366977176476
Public Fast Charging Ratio,0.0
Daily Range,396.6350761438378
Daily Battery Capacity,440.0
Daily Time,7.381818181818182
Charger Cost per km,1.1255398180333303
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.552355716426954
Road Tax per km,0.041311122916474
Truck Financing Cost per km,0.4238055833460318
Battery Financing Cost per km,2.6749133660815407
Total Cost per km,16.865946528541507
Total Cost per month,73521.98769378682
Total Cost per year,882263.8523254419
TCO,4173911.432508504
TCO per km,11.398755088969054
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.2092947000727304
TCO_maintenance_frac,0.06619148409995866
TCO_driver_frac,0.7127306996132478
TCO_battery_frac,0.0
TCO_Charging_frac,0.07602158262165669
TCO_diesel_frac,0.0
TCO_electricity_frac,0.07492687183190486
TCO_residual_frac,-0.1391653382394984
