Category,Value
Type,Regional Distribution
Daily Driving Distance,109.25355774503954
Annual Kilometers Driven,24035.7827039087
Public Fast Charging Ratio,0.0
Daily Range,235.07162332565045
Daily Battery Capacity,200.0
Daily Time,7.286363636363636
Charger Cost per km,1.8991172354739005
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.66868970784109
Road Tax per km,0.08990761926170093
Truck Financing Cost per km,4.639490539533928
Battery Financing Cost per km,2.6461626653513837
Total Cost per km,33.68426466969261
Total Cost per month,67468.97217847337
Total Cost per year,809627.6661416804
TCO,3817336.71354508
TCO per km,22.68841514081601
Battery Replacements,0.0
Battery Replacement Cost,500000.0
TCO_financing_frac,0.24722808256032616
TCO_maintenance_frac,0.03325487970614072
TCO_driver_frac,0.7692291319694751
TCO_battery_frac,0.0
TCO_Charging_frac,0.06444379103422763
TCO_diesel_frac,0.0
TCO_electricity_frac,0.028870818383333986
TCO_residual_frac,-0.14302670365350378
