Category,Value
Type,Regional Distribution
Daily Driving Distance,109.20419562789814
Annual Kilometers Driven,24024.923038137593
Public Fast Charging Ratio,0.0
Daily Range,235.07162332565045
Daily Battery Capacity,200.0
Daily Time,7.3090909090909095
Charger Cost per km,1.8991172354739005
Maintenance Cost per km,0.98
Driver Cost per km,22.749675373876624
Road Tax per km,0.08994825900460077
Truck Financing Cost per km,4.641587666610155
Battery Financing Cost per km,2.647358774994527
Total Cost per km,33.76854357244751
Total Cost per month,67607.22170317061
Total Cost per year,811286.6604380474
TCO,3826244.7982766293
TCO per km,22.75163999010991
Battery Replacements,0.0
Battery Replacement Cost,500000.0
TCO_financing_frac,0.24665249766610878
TCO_maintenance_frac,0.0331624672576921
TCO_driver_frac,0.7698320048054162
TCO_battery_frac,0.0
TCO_Charging_frac,0.06426470728563466
TCO_diesel_frac,0.0
TCO_electricity_frac,0.02879058886396433
TCO_residual_frac,-0.14270226587881604
