Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.18780763136351
Annual Kilometers Driven,24021.317678899974
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.304545454545455
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,22.738939940825652
Road Tax per km,0.35984703735019424
Truck Financing Cost per km,6.706418858850615
Battery Financing Cost per km,0.0
Total Cost per km,33.47999469255265
Total Cost per month,67019.4656998077
Total Cost per year,804233.5883976923
TCO,4019678.895362938
TCO per km,23.90542641626652
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21598701632283013
TCO_maintenance_frac,0.03156189323263508
TCO_driver_frac,0.732330606771062
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.0983776448117749
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07825716113830215
