Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.27614578897787
Annual Kilometers Driven,24040.75207357513
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.281818181818182
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.64986545901447
Road Tax per km,0.35955613923997093
Truck Financing Cost per km,6.700997431494226
Battery Financing Cost per km,0.0
Total Cost per km,33.38549878338509
Total Cost per month,66884.37492533376
Total Cost per year,802612.499104005
TCO,4010957.0007554945
TCO per km,23.83427338284489
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21645668378438332
TCO_maintenance_frac,0.03165611571670073
TCO_driver_frac,0.7316395529982297
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09867133397681868
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07842368647613246
