Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,110.55823293782355
Annual Kilometers Driven,24322.81124632118
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.4
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,22.75054451543693
Road Tax per km,0.35538655102244415
Truck Financing Cost per km,6.623289399599413
Battery Financing Cost per km,0.0
Total Cost per km,33.408469807912724
Total Cost per month,67715.65876385677
Total Cost per year,812587.9051662813
TCO,4064929.529151409
TCO per km,23.874880768070454
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21358265745053026
TCO_maintenance_frac,0.03160227368506336
TCO_driver_frac,0.7336417696541377
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09850350968867082
TCO_electricity_frac,0.0
TCO_residual_frac,-0.0773302104784023
