Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,108.7684364864823
Annual Kilometers Driven,23929.056027026105
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.254545454545455
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,22.670363569181678
Road Tax per km,0.36123447536907594
Truck Financing Cost per km,6.732276346976214
Battery Financing Cost per km,0.0
Total Cost per km,33.43727580903428
Total Cost per month,66676.87051879216
Total Cost per year,800122.4462255059
TCO,3997453.322546172
TCO per km,23.86490966124043
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21718788967179056
TCO_maintenance_frac,0.03161547757527113
TCO_driver_frac,0.731361603106844
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09854466588964456
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07870963624355021
