Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.62853916408572
Annual Kilometers Driven,24118.278616098858
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.304545454545455
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,22.64752425719971
Road Tax per km,0.3584003708386619
Truck Financing Cost per km,6.679457537599089
Battery Financing Cost per km,0.0
Total Cost per km,33.361617687675185
Total Cost per month,67052.06587292682
Total Cost per year,804624.7904751218
TCO,4021860.1547091072
TCO per km,23.82224120626995
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21586987557703521
TCO_maintenance_frac,0.031672104639434
TCO_driver_frac,0.7319334266307642
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09872117105566507
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07819657790289844
