Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,110.5619587605558
Annual Kilometers Driven,24323.630927322276
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.368181818181818
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,22.651959390696756
Road Tax per km,0.3553745748662202
Truck Financing Cost per km,6.623066201652452
Battery Financing Cost per km,0.0
Total Cost per km,33.3096614852256
Total Cost per month,67517.65935672242
Total Cost per year,810211.912280669
TCO,4052125.232268725
TCO per km,23.798874226915153
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.2142575565709254
TCO_maintenance_frac,0.03170320196816376
TCO_driver_frac,0.7327955546305132
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09881810066434926
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07757441383395179
