Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.48782973797053
Annual Kilometers Driven,24087.322542353515
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.340909090909091
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.78951921845127
Road Tax per km,0.35886097281260615
Truck Financing Cost per km,6.688041712106208
Battery Financing Cost per km,0.0
Total Cost per km,33.51219682343386
Total Cost per month,67268.2578324072
Total Cost per year,807219.0939888863
TCO,4035818.316120351
TCO per km,23.935639700831018
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.2151232744341904
TCO_maintenance_frac,0.031522053542802235
TCO_driver_frac,0.7330331071619811
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09825346547858667
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07793190061756032
