Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.78710250240795
Annual Kilometers Driven,24153.16255052975
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.359090909090909
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.783687181699126
Road Tax per km,0.35788274027950895
Truck Financing Cost per km,6.669810529333068
Battery Financing Cost per km,0.0
Total Cost per km,33.48813360390857
Total Cost per month,67403.69453742179
Total Cost per year,808844.3344490614
TCO,4044626.742561425
TCO per km,23.922491274470598
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21465477692892582
TCO_maintenance_frac,0.03153937888718136
TCO_driver_frac,0.733248308643496
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09830746815082843
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07774993261043149
