Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.62950742412623
Annual Kilometers Driven,24118.49163330777
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.318181818181818
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.689602995083654
Road Tax per km,0.3583972054066013
Truck Financing Cost per km,6.679398543884916
Battery Financing Cost per km,0.0
Total Cost per km,33.403637431844956
Total Cost per month,67137.1124934999
Total Cost per year,805645.3499219988
TCO,4027360.4051858177
TCO per km,23.854609545577354
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21557505756558504
TCO_maintenance_frac,0.03162912873460562
TCO_driver_frac,0.7322983408863205
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09858721621748386
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07808974340399508
