Category,Value
Type,Regional Distribution (diesel)
Daily Driving Distance,109.68708615764223
Annual Kilometers Driven,24131.15895468129
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.336363636363636
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,22.734034491682603
Road Tax per km,0.3582090697025192
Truck Financing Cost per km,6.6758922851057125
Battery Financing Cost per km,0.0
Total Cost per km,33.444562669664705
Total Cost per month,67254.67149595659
Total Cost per year,807056.057951479
TCO,4034972.6492734295
TCO per km,23.887152095117084
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.21516836089127533
TCO_maintenance_frac,0.031586038939528924
TCO_driver_frac,0.7327327537825311
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.09845290638620022
TCO_electricity_frac,0.0
TCO_residual_frac,-0.07794005999953557
