Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,506.3952597596759
Annual Kilometers Driven,111406.9571471287
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.318181818181818
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.912072046607405
Road Tax per km,0.07758940932732208
Truck Financing Cost per km,0.3876099149901551
Battery Financing Cost per km,0.0
Total Cost per km,10.899097614588023
Total Cost per month,101186.27507423171
Total Cost per year,1214235.3008907805
TCO,11446896.071294174
TCO per km,6.421780315847399
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Type,Nomadic (diesel)
Daily Driving Distance,507.5246231744139
Annual Kilometers Driven,111655.41709837105
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.336363636363636
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,4.913318263068882
Road Tax per km,0.07741675437372136
Truck Financing Cost per km,0.7214451034611254
Battery Financing Cost per km,0.0
Total Cost per km,11.234179019520468
Total Cost per month,104529.74534852726
Total Cost per year,1254356.944182327
TCO,6632547.63323455
TCO per km,8.485990463973792
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06545370221763465
TCO_maintenance_frac,0.08891130851890013
TCO_driver_frac,0.44576485299924884
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4191002962245628
TCO_electricity_frac,0.0
TCO_residual_frac,-0.0192301599603463
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
