Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,507.19120492645754
Annual Kilometers Driven,111582.06508382066
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.331818181818182
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.9135020004168855
Road Tax per km,0.07746764673611849
Truck Financing Cost per km,0.38700163110148283
Battery Financing Cost per km,0.0
Total Cost per km,10.899919284508831
Total Cost per month,101352.95858437137
Total Cost per year,1216235.5030124565
TCO,11465813.824036708
TCO per km,6.422298811766684
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Type,Nomadic (diesel)
Daily Driving Distance,505.98367337626456
Annual Kilometers Driven,111316.40814277821
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.3
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.903853880192006
Road Tax per km,0.07765252350680335
Truck Financing Cost per km,0.7236422310465594
Battery Financing Cost per km,0.0
Total Cost per km,11.226911764229026
Total Cost per month,104144.95767748971
Total Cost per year,1249739.4921298765
TCO,6607559.366398636
TCO per km,8.47976563465771
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06570123303585629
TCO_maintenance_frac,0.08897657656328303
TCO_driver_frac,0.4452327859449558
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4194079495162592
TCO_electricity_frac,0.0
TCO_residual_frac,-0.019318545060354294
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
