Category,Value
Type,Diesel 72t
Daily Driving Distance,506.33049780514995
Annual Kilometers Driven,111392.70951713299
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.277272727272727
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.98
Driver Cost per km,4.885238022837583
Road Tax per km,0.07759933336275021
Truck Financing Cost per km,0.38765949204663747
Battery Financing Cost per km,0.0
Total Cost per km,10.872313167874681
Total Cost per month,100924.70187403036
Total Cost per year,1211096.4224883644
TCO,11417242.354604267
TCO per km,6.4059636421090325
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
