Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,506.6543616033395
Annual Kilometers Driven,111463.9595527347
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.327272727272727
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.98
Driver Cost per km,4.915658856895122
Road Tax per km,0.07754973028668014
Truck Financing Cost per km,0.38741169219527294
Battery Financing Cost per km,0.0
Total Cost per km,10.902486202080858
Total Cost per month,101269.52342108241
Total Cost per year,1215234.281052989
TCO,11456340.427608807
TCO per km,6.423791865986904
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Type,Nomadic (diesel)
Daily Driving Distance,508.25749024451426
Annual Kilometers Driven,111816.64785379314
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.390909090909091
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.942711220628419
Road Tax per km,0.07730512554179356
Truck Financing Cost per km,0.7204048367275109
Battery Financing Cost per km,0.0
Total Cost per km,11.26253171034639
Total Cost per month,104944.87851649841
Total Cost per year,1259338.542197981
TCO,6659444.092368673
TCO per km,8.508117300177096
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06518934489254036
TCO_maintenance_frac,0.08868007922447346
TCO_driver_frac,0.44726532921328793
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4180103531407828
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01914510647108446
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
