Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,507.1527108708157
Annual Kilometers Driven,111573.59639157946
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.331818181818182
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.913874946504614
Road Tax per km,0.07747352670844236
Truck Financing Cost per km,0.38703100541419333
Battery Financing Cost per km,0.0
Total Cost per km,10.900321604909271
Total Cost per month,101349.00694038004
Total Cost per year,1216188.0832845606
TCO,11465364.776633808
TCO per km,6.422534736844732
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Type,Nomadic (diesel)
Daily Driving Distance,507.34617121068044
Annual Kilometers Driven,111616.1576663497
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.340909090909091
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,4.9180917125002885
Road Tax per km,0.07744398464099803
Truck Financing Cost per km,0.7216988617483543
Battery Financing Cost per km,0.0
Total Cost per km,11.239206227239103
Total Cost per month,104539.7511920116
Total Cost per year,1254477.0143041392
TCO,6633182.746346491
TCO per km,8.489788172291115
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06544743516513615
TCO_maintenance_frac,0.08887153612305068
TCO_driver_frac,0.4459983319223934
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4189128215021711
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01923012471275115
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
