Category,Value
Type,Diesel 72t
Daily Driving Distance,507.45193853453316
Annual Kilometers Driven,111639.4264775973
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.336363636363636
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.98
Driver Cost per km,4.914022019900714
Road Tax per km,0.07742784312614319
Truck Financing Cost per km,0.3868027860011968
Battery Financing Cost per km,0.0
Total Cost per km,10.900240458892373
Total Cost per month,101408.04944155389
Total Cost per year,1216896.5932986466
TCO,11472066.292584976
TCO per km,6.422499343728197
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
