Category,Value
Type,Diesel 72t
Daily Driving Distance,507.3079764961469
Annual Kilometers Driven,111607.75482915233
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.295454545454546
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.888007117741099
Road Tax per km,0.07744981532181272
Truck Financing Cost per km,0.3869125515087506
Battery Financing Cost per km,0.0
Total Cost per km,10.874335322240311
Total Cost per month,101138.34588121565
Total Cost per year,1213660.1505745878
TCO,11441488.680415988
TCO per km,6.407198528638572
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
