Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,506.06042755806453
Annual Kilometers Driven,111333.29406277419
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.286363636363636
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.893951127438896
Road Tax per km,0.07764074594906142
Truck Financing Cost per km,0.3878663750374835
Battery Financing Cost per km,0.0
Total Cost per km,10.881233155466843
Total Cost per month,100953.62755526653
Total Cost per year,1211443.5306631983
TCO,11420513.707971241
TCO per km,6.411218789104933
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Type,Nomadic (diesel)
Daily Driving Distance,507.0366861604377
Annual Kilometers Driven,111548.0709552963
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.322727272727272
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.908905150134297
Road Tax per km,0.07749125489999864
Truck Financing Cost per km,0.7221393722963773
Battery Financing Cost per km,0.0
Total Cost per km,11.230460175421136
Total Cost per month,104394.68070904218
Total Cost per year,1252736.1685085061
TCO,6623780.046076938
TCO per km,8.482928339262125
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06554034021512091
TCO_maintenance_frac,0.08894340327487041
TCO_driver_frac,0.44552523510865627
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.41925158093691806
TCO_electricity_frac,0.0
TCO_residual_frac,-0.0192605595355657
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
