Category,Value
<<<<<<< HEAD
Type,Diesel 72t
Daily Driving Distance,506.90790923494234
Annual Kilometers Driven,111519.74003168731
=======
Type,Nomadic (diesel)
Daily Driving Distance,507.5699166263749
Annual Kilometers Driven,111665.38165780247
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.345454545454546
<<<<<<< HEAD
Charger Cost per km,4.619415652990463
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.925391682619844
Road Tax per km,0.07751094109028489
Truck Financing Cost per km,0.3872179147551861
Battery Financing Cost per km,0.0
Total Cost per km,10.91202525036549
Total Cost per month,101408.85159499726
Total Cost per year,1216906.219139967
TCO,11472141.821367338
TCO per km,6.429434498607396
Battery Replacements,0.0
Battery Replacement Cost,0
Lifespan,16.0
=======
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.918967650003279
Road Tax per km,0.07740984602094012
Truck Financing Cost per km,0.7213807246670604
Battery Financing Cost per km,0.0
Total Cost per km,11.2397640276608
Total Cost per month,104591.04499103187
Total Cost per year,1255092.5398923825
TCO,6636515.01177989
TCO per km,8.490308805076005
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06541457330533197
TCO_maintenance_frac,0.08886608644667121
TCO_driver_frac,0.44605041266690887
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4188871334201599
TCO_electricity_frac,0.0
TCO_residual_frac,-0.019218205839071877
>>>>>>> a3e735532e2914bcc313a076f207462e780f45b4
