Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,284.10341854724504
Annual Kilometers Driven,62502.752080393904
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.954545454545455
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.713176263642374
Road Tax per km,0.13829791028852123
Truck Financing Cost per km,0.8204467587226959
Battery Financing Cost per km,0.0
Total Cost per km,16.52464637515351
Total Cost per month,86069.65630019996
Total Cost per year,1032835.8756023996
TCO,5474924.884480044
TCO per km,12.513563008366061
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.05047808661056276
TCO_maintenance_frac,0.06029461918451121
TCO_driver_frac,0.6591294725233283
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24677869958832688
TCO_electricity_frac,0.0
TCO_residual_frac,-0.016680877906729164
