Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,284.17832827618855
Annual Kilometers Driven,62519.23222076148
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.945454545454545
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.69947880418568
Road Tax per km,0.13826145480285484
Truck Financing Cost per km,0.8202304880285817
Battery Financing Cost per km,0.0
Total Cost per km,16.5107326450027
Total Cost per month,86019.86069731928
Total Cost per year,1032238.3283678313
TCO,5471708.129988894
TCO per km,12.50291409910876
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.05050776209908512
TCO_maintenance_frac,0.06034597296678226
TCO_driver_frac,0.658847406812295
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24698888450663628
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01669002638479866
