Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,283.3199219937464
Annual Kilometers Driven,62330.38283862421
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.936363636363636
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,10.72098982177132
Road Tax per km,0.13868036110703272
Truck Financing Cost per km,0.8227156327336189
Battery Financing Cost per km,0.0
Total Cost per km,16.534728807293376
Total Cost per month,85884.66472428538
Total Cost per year,1030615.9766914245
TCO,5462923.540049498
TCO per km,12.520661883291032
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.05058898051181674
TCO_maintenance_frac,0.06026043377448821
TCO_driver_frac,0.6592362215834825
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24663878277411577
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01672441864390334
