Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,284.24666271752113
Annual Kilometers Driven,62534.26579785465
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.977272727272727
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,10.734954531488723
Road Tax per km,0.1382282159982847
Truck Financing Cost per km,0.8200333001649581
Battery Financing Cost per km,0.0
Total Cost per km,16.54601118444212
Total Cost per month,86224.38844184828
Total Cost per year,1034692.6613021793
TCO,5484938.524786485
TCO per km,12.530132662482636
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.05038593071849736
TCO_maintenance_frac,0.06021488651033377
TCO_driver_frac,0.6595959885787618
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.2464523632433207
TCO_electricity_frac,0.0
TCO_residual_frac,-0.016649169050913612
