Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,283.2398990300677
Annual Kilometers Driven,62312.7777866149
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.945454545454545
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,10.734928272507345
Road Tax per km,0.13871954207531373
Truck Financing Cost per km,0.8229480722431004
Battery Financing Cost per km,0.0
Total Cost per km,16.548899697538886
Total Cost per month,85933.99245547659
Total Cost per year,1031207.909465719
TCO,5466109.7890818855
TCO per km,12.531504046982695
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.050559491698670835
TCO_maintenance_frac,0.060208296897329344
TCO_driver_frac,0.6595221924516909
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24642539274164052
TCO_electricity_frac,0.0
TCO_residual_frac,-0.016715373789331463
