Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,284.30937226425675
Annual Kilometers Driven,62548.06189813648
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.95
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.69998141732893
Road Tax per km,0.13819772727854152
Truck Financing Cost per km,0.8198524270683314
Battery Financing Cost per km,0.0
Total Cost per km,16.5108571971857
Total Cost per month,86060.17649673861
Total Cost per year,1032722.1179608634
TCO,5474321.710317415
TCO per km,12.503120558561598
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.050483648409673884
TCO_maintenance_frac,0.06034497649582118
TCO_driver_frac,0.6588674766677936
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24698480606960027
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01668090764288874
