Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,283.82710339734444
Annual Kilometers Driven,62441.962747415775
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.963636363636363
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.734492807526943
Road Tax per km,0.13843254791598844
Truck Financing Cost per km,0.8212454910016374
Battery Financing Cost per km,0.0
Total Cost per km,16.54676165131702
Total Cost per month,86101.02288515877
Total Cost per year,1033212.2746219053
TCO,5476940.12559227
TCO per km,12.530355925977585
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.050459513189442314
TCO_maintenance_frac,0.06021381361295641
TCO_driver_frac,0.6595558664714781
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.24644797200205978
TCO_electricity_frac,0.0
TCO_residual_frac,-0.016677165275936705
