Category,Value
Type,Long Range Traffic (diesel)
Daily Driving Distance,283.92314559400467
Annual Kilometers Driven,62463.09203068103
Public Fast Charging Ratio,1
Daily Range,2493.129338937421
Daily Battery Capacity,800
Daily Time,8.954545454545455
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,10.719978442167097
Road Tax per km,0.13838572057486656
Truck Financing Cost per km,0.8209676896945685
Battery Financing Cost per km,0.0
Total Cost per km,16.531969484650105
Total Cost per month,86053.16094734249
Total Cost per year,1032637.9313681099
TCO,5473849.440432691
TCO per km,12.519048706495143
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.05048800401117048
TCO_maintenance_frac,0.06026819880007077
TCO_driver_frac,0.6592589713112241
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.2466705640995715
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01668573822203688
