Category,Value
Type,Nomadic
Daily Driving Distance,506.13730492408706
Annual Kilometers Driven,111350.20708329916
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.3545454545454545
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.938995754076917
Road Tax per km,0.019407238267490544
Truck Financing Cost per km,0.3126644730653204
Battery Financing Cost per km,1.2566272077716372
Total Cost per km,12.583450062742708
Total Cost per month,116764.14752572954
Total Cost per year,1401169.7703087544
TCO,7179169.576269243
TCO per km,9.2105410543648
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.13117527862464273
TCO_maintenance_frac,0.08191706782233672
TCO_driver_frac,0.4128449491438285
TCO_battery_frac,0.0
TCO_Charging_frac,0.4258987577037654
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.051836053294573484
