Category,Value
Type,Nomadic
Daily Driving Distance,506.501504383533
Annual Kilometers Driven,111430.33096437727
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.3
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.898840336160448
Road Tax per km,0.019393283509952435
Truck Financing Cost per km,0.3124396519520703
Battery Financing Cost per km,1.2557236310875906
Total Cost per km,12.542166247028941
Total Cost per month,116464.81132638971
Total Cost per year,1397577.7359166765
TCO,7160103.229157494
TCO per km,9.179474574177116
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.1315245799286453
TCO_maintenance_frac,0.08219430318520757
TCO_driver_frac,0.4108742529043839
TCO_battery_frac,0.0
TCO_Charging_frac,0.42734014470377785
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.05193328072201437
