Category,Value
Type,Nomadic
Daily Driving Distance,506.5258431224813
Annual Kilometers Driven,111435.68548694589
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.3
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.898604945217004
Road Tax per km,0.01939235165608731
Truck Financing Cost per km,0.3124246391205846
Battery Financing Cost per km,1.2556632931402516
Total Cost per km,12.541855505306675
Total Cost per month,116467.5221260063
Total Cost per year,1397610.2655120755
TCO,7160298.065332848
TCO per km,9.179283271325195
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.13152100106280978
TCO_maintenance_frac,0.08219601617348196
TCO_driver_frac,0.4108630727597507
TCO_battery_frac,0.0
TCO_Charging_frac,0.4273490507791222
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.051929140775164674
