Category,Value
Type,Nomadic
Daily Driving Distance,507.49731707001195
Annual Kilometers Driven,111649.40975540262
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.372727272727273
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.98
Driver Cost per km,4.937937434759453
Road Tax per km,0.019355229953604218
Truck Financing Cost per km,0.3118265819737516
Battery Financing Cost per km,1.2532596465885832
Total Cost per km,12.578186291150622
Total Cost per month,117028.92293337198
Total Cost per year,1404347.0752004639
TCO,7197383.99832656
TCO per km,9.209163902426253
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.130843313303783
TCO_maintenance_frac,0.08192931782135368
TCO_driver_frac,0.41281820966772165
TCO_battery_frac,0.0
TCO_Charging_frac,0.42596244723150223
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.0515532880243605
