Category,Value
Type,Nomadic
Daily Driving Distance,506.17903210424254
Annual Kilometers Driven,111359.38706293335
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.259090909090909
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.9799999999999998
Driver Cost per km,4.874490730567975
Road Tax per km,0.01940563841985533
Truck Financing Cost per km,0.3126386983769822
Battery Financing Cost per km,1.2565236169340854
Total Cost per km,12.518815673707875
Total Cost per month,116173.97001482935
Total Cost per year,1394087.6401779521
TCO,7141035.401663645
TCO per km,9.160861436376747
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.13187577381863724
TCO_maintenance_frac,0.08236130646347095
TCO_driver_frac,0.409662678483324
TCO_battery_frac,0.0
TCO_Charging_frac,0.4282084190528926
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.052108177818324684
