Category,Value
Type,Nomadic
Daily Driving Distance,507.20360378242185
Annual Kilometers Driven,111584.7928321328
Public Fast Charging Ratio,1
Daily Range,345.42567697195886
Daily Battery Capacity,440.0
Daily Time,7.318181818181818
Charger Cost per km,5.0951626278288344
Maintenance Cost per km,0.98
Driver Cost per km,4.904243545294398
Road Tax per km,0.019366438249797977
Truck Financing Cost per km,0.31200715563266584
Battery Financing Cost per km,1.253985388693447
Total Cost per km,12.545398717449345
Total Cost per month,116656.3097402575
Total Cost per year,1399875.7168830899
TCO,7173050.939702892
TCO per km,9.18334422465865
Battery Replacements,0.0
Battery Replacement Cost,1100000.0
TCO_financing_frac,0.13128717157830233
TCO_maintenance_frac,0.08215966839235664
TCO_driver_frac,0.41115410550688086
TCO_battery_frac,0.0
TCO_Charging_frac,0.4271600733750464
TCO_diesel_frac,0.0
TCO_electricity_frac,0.0
TCO_residual_frac,-0.051761018852586216
