Category,Value
Type,Distribution (diesel)
Daily Driving Distance,52.411132664048374
Annual Kilometers Driven,11530.449186090642
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.536363636363636
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,48.87530319979416
Road Tax per km,0.7496672384999008
Truck Financing Cost per km,13.97144337538474
Battery Financing Cost per km,0.0
Total Cost per km,66.88138246805528
Total Cost per month,64264.365170283745
Total Cost per year,771172.382043405
TCO,3831960.807275966
TCO per km,47.476292001560516
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.22656767510168474
TCO_maintenance_frac,0.01589215341851083
TCO_driver_frac,0.7925855273748592
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.04953545127273604
TCO_electricity_frac,0.0
TCO_residual_frac,-0.08458080716779075
