Category,Value
Type,Distribution (diesel)
Daily Driving Distance,52.23422738601634
Annual Kilometers Driven,11491.530024923595
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.5227272727272725
Charger Cost per km,3.054635892876385
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.95209765626838
Road Tax per km,0.7522061884929437
Truck Financing Cost per km,14.018761430968594
Battery Financing Cost per km,0.0
Total Cost per km,67.00549498011335
Total Cost per month,64166.30478323665
Total Cost per year,769995.6573988398
TCO,3825588.919761896
TCO per km,47.55787102655737
Battery Replacements,0.0
Battery Replacement Cost,0
