Category,Value
Type,Distribution (diesel)
Daily Driving Distance,52.201699796541604
Annual Kilometers Driven,11484.373955239153
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.495454545454545
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,48.805019950112566
Road Tax per km,0.7526748984045945
Truck Financing Cost per km,14.027496711975688
Battery Financing Cost per km,0.0
Total Cost per km,66.86715255496463
Total Cost per month,63993.948771936586
Total Cost per year,767927.385263239
TCO,3814436.8535503987
TCO per km,47.44878150354973
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.22760855259071583
TCO_maintenance_frac,0.01590136758673924
TCO_driver_frac,0.7919046554131448
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.04956417160844371
TCO_electricity_frac,0.0
TCO_residual_frac,-0.08497874719904361
