Category,Value
Type,Distribution (diesel)
Daily Driving Distance,51.942328519353396
Annual Kilometers Driven,11427.312274257747
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.5181818181818185
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,49.197447878137815
Road Tax per km,0.7564333408016073
Truck Financing Cost per km,14.097542276771323
Battery Financing Cost per km,0.0
Total Cost per km,67.32962604778552
Total Cost per month,64116.38851308697
Total Cost per year,769396.6621570436
TCO,3822310.960563971
TCO per km,47.78415167386139
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.2271396702525716
TCO_maintenance_frac,0.015789764802783778
TCO_driver_frac,0.7926695213193979
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.04921630847618321
TCO_electricity_frac,0.0
TCO_residual_frac,-0.08481526485093635
