Category,Value
Type,Distribution (diesel)
Daily Driving Distance,52.17431645546208
Annual Kilometers Driven,11478.349620201658
Public Fast Charging Ratio,1
Daily Range,3273.7125964245583
Daily Battery Capacity,800
Daily Time,7.527272727272727
Charger Cost per km,0
Maintenance Cost per km,0.98
Driver Cost per km,49.03792083570556
Road Tax per km,0.7530699347915609
Truck Financing Cost per km,14.034858949817057
Battery Financing Cost per km,0.0
Total Cost per km,67.10741567839901
Total Cost per month,64190.198272072164
Total Cost per year,770282.379264866
TCO,3827123.9261729755
TCO per km,47.63158533619199
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.22685402091315776
TCO_maintenance_frac,0.01584034020504299
TCO_driver_frac,0.792629947944431
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.049373950760915504
TCO_electricity_frac,0.0
TCO_residual_frac,-0.0846982598235471
